,year,area,sektor,jobtype,n_jobtype_area_,n_sektor_area,n_area,n_year
4472,2011,fyn,salg,kommunikation,69,1563,11568,193597
4473,2011,fyn,salg,kultur,42,1563,11568,193597
4474,2011,fyn,salg,marketing,132,1563,11568,193597
4475,2011,fyn,salg,salg,950,1563,11568,193597
4476,2011,fyn,salg,salgskurser,1,1563,11568,193597
4477,2011,fyn,salg,franchise,27,1563,11568,193597
4478,2011,fyn,salg,telemarketing,202,1563,11568,193597
4479,2011,fyn,undervisning,bibliotek,17,1870,11568,193597
4480,2011,fyn,undervisning,forskning,744,1870,11568,193597
4481,2011,fyn,undervisning,laerer,276,1870,11568,193597
4482,2011,fyn,undervisning,paedagog,707,1870,11568,193597
4483,2011,fyn,kontor,akademisk,0,1366,11568,193597
4484,2011,fyn,kontor,ejendomsmaegler,19,1366,11568,193597
4485,2011,fyn,kontor,ejendomsservice,47,1366,11568,193597
4486,2011,fyn,kontor,finans,193,1366,11568,193597
4487,2011,fyn,kontor,indkoeb,64,1366,11568,193597
4488,2011,fyn,kontor,jura,46,1366,11568,193597
4489,2011,fyn,kontor,kontor,339,1366,11568,193597
4490,2011,fyn,kontor,kontorkurser,1,1366,11568,193597
4491,2011,fyn,kontor,kontorelev,55,1366,11568,193597
4492,2011,fyn,kontor,logistik,69,1366,11568,193597
4493,2011,fyn,kontor,offentlig,134,1366,11568,193597
4494,2011,fyn,kontor,oversaettelse,28,1366,11568,193597
4495,2011,fyn,kontor,sekretaer,132,1366,11568,193597
4496,2011,fyn,kontor,oekonomi,354,1366,11568,193597
4497,2011,fyn,social,laege,416,2148,11568,193597
4498,2011,fyn,social,laegesekretaer,195,2148,11568,193597
4499,2011,fyn,social,pleje,463,2148,11568,193597
4500,2011,fyn,social,psykologi,73,2148,11568,193597
4501,2011,fyn,social,socialraadgivning,122,2148,11568,193597
4502,2011,fyn,social,tandlaege,47,2148,11568,193597
4503,2011,fyn,social,teknisksundhed,53,2148,11568,193597
4504,2011,fyn,social,terapi,114,2148,11568,193597
4505,2011,fyn,oevrige,elev,330,1464,11568,193597
4506,2011,fyn,oevrige,forsvar,0,1464,11568,193597
4507,2011,fyn,oevrige,frivilligt,325,1464,11568,193597
4508,2011,fyn,oevrige,student,341,1464,11568,193597
4509,2011,fyn,oevrige,studiepraktik,55,1464,11568,193597
4510,2011,fyn,oevrige,oevrige,371,1464,11568,193597
4511,2011,fyn,oevrige,kurseroevrige,1,1464,11568,193597
4512,2011,region-nordjylland,it,database,32,745,12995,193597
4513,2011,region-nordjylland,it,itdrift,170,745,12995,193597
4514,2011,region-nordjylland,it,itkurser,1,745,12995,193597
4516,2011,region-nordjylland,it,internet,60,745,12995,193597
4517,2011,region-nordjylland,it,systemudvikling,408,745,12995,193597
4518,2011,region-nordjylland,it,telekom,31,745,12995,193597
4519,2011,region-nordjylland,it,virksomhedssystemer,130,745,12995,193597
4520,2011,region-nordjylland,ingenioer,byggeteknik,223,957,12995,193597
4521,2011,region-nordjylland,ingenioer,elektronik,154,957,12995,193597
4522,2011,region-nordjylland,ingenioer,kemi,124,957,12995,193597
4524,2011,region-nordjylland,ingenioer,maskiningenioer,300,957,12995,193597
4525,2011,region-nordjylland,ingenioer,medicinal,53,957,12995,193597
4526,2011,region-nordjylland,ingenioer,produktionsteknik,224,957,12995,193597
4527,2011,region-nordjylland,ledelse,detailledelse,0,1142,12995,193597
4528,2011,region-nordjylland,ledelse,freelancekonsulent,45,1142,12995,193597
4529,2011,region-nordjylland,ledelse,hrkurser,1,1142,12995,193597
4530,2011,region-nordjylland,ledelse,itledelse,61,1142,12995,193597
4531,2011,region-nordjylland,ledelse,institutions,113,1142,12995,193597
4532,2011,region-nordjylland,ledelse,leder,353,1142,12995,193597
4533,2011,region-nordjylland,ledelse,teknikledelse,125,1142,12995,193597
4534,2011,region-nordjylland,ledelse,personale,92,1142,12995,193597
4535,2011,region-nordjylland,ledelse,projektledelse,263,1142,12995,193597
4536,2011,region-nordjylland,ledelse,salgschef,110,1142,12995,193597
4537,2011,region-nordjylland,ledelse,topledelse,30,1142,12995,193597
4538,2011,region-nordjylland,ledelse,virksomhedsudvikling,0,1142,12995,193597
4539,2011,region-nordjylland,ledelse,oekonomichef,43,1142,12995,193597
4540,2011,region-nordjylland,handel,bud,23,2729,12995,193597
4541,2011,region-nordjylland,handel,boernepasning,56,2729,12995,193597
4542,2011,region-nordjylland,handel,detailhandel,1242,2729,12995,193597
4544,2011,region-nordjylland,handel,frisoer,54,2729,12995,193597
4545,2011,region-nordjylland,handel,hotel,750,2729,12995,193597
4546,2011,region-nordjylland,handel,rengoering,506,2729,12995,193597
4547,2011,region-nordjylland,handel,service,136,2729,12995,193597
4548,2011,region-nordjylland,handel,sikkerhed,37,2729,12995,193597
4549,2011,region-nordjylland,industri,blik,68,1495,12995,193597
4550,2011,region-nordjylland,industri,byggeri,132,1495,12995,193597
4551,2011,region-nordjylland,industri,elektriker,142,1495,12995,193597
4552,2011,region-nordjylland,industri,industri,141,1495,12995,193597
4553,2011,region-nordjylland,industri,jern,225,1495,12995,193597
4554,2011,region-nordjylland,industri,lager,94,1495,12995,193597
4555,2011,region-nordjylland,industri,landbrug,106,1495,12995,193597
4556,2011,region-nordjylland,industri,maling,37,1495,12995,193597
4557,2011,region-nordjylland,industri,mekanik,162,1495,12995,193597
4558,2011,region-nordjylland,industri,naeringsmiddel,176,1495,12995,193597
4559,2011,region-nordjylland,industri,tekstil,40,1495,12995,193597
4560,2011,region-nordjylland,industri,transport,169,1495,12995,193597
4561,2011,region-nordjylland,industri,traeindustri,19,1495,12995,193597
4562,2011,region-nordjylland,industri,toemrer,117,1495,12995,193597
4563,2011,region-nordjylland,salg,design,10,1545,12995,193597
4565,2011,region-nordjylland,salg,grafisk,68,1545,12995,193597
4566,2011,region-nordjylland,salg,kommunikation,54,1545,12995,193597
4567,2011,region-nordjylland,salg,kultur,92,1545,12995,193597
4568,2011,region-nordjylland,salg,marketing,103,1545,12995,193597
4569,2011,region-nordjylland,salg,salg,1024,1545,12995,193597
4570,2011,region-nordjylland,salg,salgskurser,1,1545,12995,193597
4571,2011,region-nordjylland,salg,franchise,25,1545,12995,193597
4572,2011,region-nordjylland,salg,telemarketing,97,1545,12995,193597
4573,2011,region-nordjylland,undervisning,bibliotek,22,2081,12995,193597
4574,2011,region-nordjylland,undervisning,forskning,679,2081,12995,193597
4575,2011,region-nordjylland,undervisning,laerer,389,2081,12995,193597
4576,2011,region-nordjylland,undervisning,paedagog,858,2081,12995,193597
4577,2011,region-nordjylland,kontor,akademisk,0,1633,12995,193597
4578,2011,region-nordjylland,kontor,ejendomsmaegler,21,1633,12995,193597
4579,2011,region-nordjylland,kontor,ejendomsservice,52,1633,12995,193597
4580,2011,region-nordjylland,kontor,finans,169,1633,12995,193597
4581,2011,region-nordjylland,kontor,indkoeb,95,1633,12995,193597
4582,2011,region-nordjylland,kontor,jura,54,1633,12995,193597
4583,2011,region-nordjylland,kontor,kontor,445,1633,12995,193597
4584,2011,region-nordjylland,kontor,kontorkurser,1,1633,12995,193597
4585,2011,region-nordjylland,kontor,kontorelev,104,1633,12995,193597
4586,2011,region-nordjylland,kontor,logistik,114,1633,12995,193597
4587,2011,region-nordjylland,kontor,offentlig,142,1633,12995,193597
4588,2011,region-nordjylland,kontor,oversaettelse,22,1633,12995,193597
4589,2011,region-nordjylland,kontor,sekretaer,154,1633,12995,193597
4590,2011,region-nordjylland,kontor,oekonomi,366,1633,12995,193597
4591,2011,region-nordjylland,social,laege,349,2021,12995,193597
4592,2011,region-nordjylland,social,laegesekretaer,91,2021,12995,193597
4593,2011,region-nordjylland,social,pleje,642,2021,12995,193597
4594,2011,region-nordjylland,social,psykologi,78,2021,12995,193597
4595,2011,region-nordjylland,social,socialraadgivning,213,2021,12995,193597
4596,2011,region-nordjylland,social,tandlaege,63,2021,12995,193597
4597,2011,region-nordjylland,social,teknisksundhed,25,2021,12995,193597
4598,2011,region-nordjylland,social,terapi,127,2021,12995,193597
4599,2011,region-nordjylland,oevrige,elev,410,1492,12995,193597
4600,2011,region-nordjylland,oevrige,forsvar,0,1492,12995,193597
4601,2011,region-nordjylland,oevrige,frivilligt,134,1492,12995,193597
4602,2011,region-nordjylland,oevrige,student,272,1492,12995,193597
4603,2011,region-nordjylland,oevrige,studiepraktik,98,1492,12995,193597
4604,2011,region-nordjylland,oevrige,oevrige,483,1492,12995,193597
4605,2011,region-nordjylland,oevrige,kurseroevrige,1,1492,12995,193597
4606,2011,region-midtjylland,it,database,74,2528,36632,193597
4607,2011,region-midtjylland,it,itdrift,485,2528,36632,193597
4608,2011,region-midtjylland,it,itkurser,1,2528,36632,193597
4610,2011,region-midtjylland,it,internet,175,2528,36632,193597
4611,2011,region-midtjylland,it,systemudvikling,1475,2528,36632,193597
4612,2011,region-midtjylland,it,telekom,42,2528,36632,193597
4613,2011,region-midtjylland,it,virksomhedssystemer,493,2528,36632,193597
4614,2011,region-midtjylland,ingenioer,byggeteknik,715,3995,36632,193597
4615,2011,region-midtjylland,ingenioer,elektronik,930,3995,36632,193597
4616,2011,region-midtjylland,ingenioer,kemi,446,3995,36632,193597
4618,2011,region-midtjylland,ingenioer,maskiningenioer,1364,3995,36632,193597
4619,2011,region-midtjylland,ingenioer,medicinal,190,3995,36632,193597
4620,2011,region-midtjylland,ingenioer,produktionsteknik,1102,3995,36632,193597
4621,2011,region-midtjylland,ledelse,detailledelse,0,3894,36632,193597
4622,2011,region-midtjylland,ledelse,freelancekonsulent,98,3894,36632,193597
4623,2011,region-midtjylland,ledelse,hrkurser,1,3894,36632,193597
4624,2011,region-midtjylland,ledelse,itledelse,224,3894,36632,193597
4625,2011,region-midtjylland,ledelse,institutions,250,3894,36632,193597
4626,2011,region-midtjylland,ledelse,leder,1001,3894,36632,193597
4627,2011,region-midtjylland,ledelse,teknikledelse,458,3894,36632,193597
4628,2011,region-midtjylland,ledelse,personale,332,3894,36632,193597
4629,2011,region-midtjylland,ledelse,projektledelse,1173,3894,36632,193597
4630,2011,region-midtjylland,ledelse,salgschef,422,3894,36632,193597
4631,2011,region-midtjylland,ledelse,topledelse,62,3894,36632,193597
4632,2011,region-midtjylland,ledelse,virksomhedsudvikling,0,3894,36632,193597
4633,2011,region-midtjylland,ledelse,oekonomichef,132,3894,36632,193597
4634,2011,region-midtjylland,handel,bud,83,7321,36632,193597
4635,2011,region-midtjylland,handel,boernepasning,97,7321,36632,193597
4636,2011,region-midtjylland,handel,detailhandel,3476,7321,36632,193597
4638,2011,region-midtjylland,handel,frisoer,101,7321,36632,193597
4639,2011,region-midtjylland,handel,hotel,1836,7321,36632,193597
4640,2011,region-midtjylland,handel,rengoering,1474,7321,36632,193597
4641,2011,region-midtjylland,handel,service,343,7321,36632,193597
4642,2011,region-midtjylland,handel,sikkerhed,94,7321,36632,193597
4643,2011,region-midtjylland,industri,blik,263,4631,36632,193597
4644,2011,region-midtjylland,industri,byggeri,543,4631,36632,193597
4645,2011,region-midtjylland,industri,elektriker,484,4631,36632,193597
4646,2011,region-midtjylland,industri,industri,460,4631,36632,193597
4647,2011,region-midtjylland,industri,jern,643,4631,36632,193597
4648,2011,region-midtjylland,industri,lager,393,4631,36632,193597
4649,2011,region-midtjylland,industri,landbrug,325,4631,36632,193597
4650,2011,region-midtjylland,industri,maling,116,4631,36632,193597
4651,2011,region-midtjylland,industri,mekanik,434,4631,36632,193597
4652,2011,region-midtjylland,industri,naeringsmiddel,340,4631,36632,193597
4653,2011,region-midtjylland,industri,tekstil,147,4631,36632,193597
4654,2011,region-midtjylland,industri,transport,594,4631,36632,193597
4655,2011,region-midtjylland,industri,traeindustri,78,4631,36632,193597
4656,2011,region-midtjylland,industri,toemrer,222,4631,36632,193597
4657,2011,region-midtjylland,salg,design,116,4523,36632,193597
4659,2011,region-midtjylland,salg,grafisk,277,4523,36632,193597
4660,2011,region-midtjylland,salg,kommunikation,225,4523,36632,193597
4661,2011,region-midtjylland,salg,kultur,233,4523,36632,193597
4662,2011,region-midtjylland,salg,marketing,544,4523,36632,193597
4663,2011,region-midtjylland,salg,salg,2364,4523,36632,193597
4664,2011,region-midtjylland,salg,salgskurser,2,4523,36632,193597
4665,2011,region-midtjylland,salg,franchise,32,4523,36632,193597
4666,2011,region-midtjylland,salg,telemarketing,428,4523,36632,193597
4667,2011,region-midtjylland,undervisning,bibliotek,51,3934,36632,193597
4668,2011,region-midtjylland,undervisning,forskning,918,3934,36632,193597
4669,2011,region-midtjylland,undervisning,laerer,764,3934,36632,193597
4670,2011,region-midtjylland,undervisning,paedagog,1860,3934,36632,193597
4671,2011,region-midtjylland,kontor,akademisk,0,5454,36632,193597
4672,2011,region-midtjylland,kontor,ejendomsmaegler,78,5454,36632,193597
4673,2011,region-midtjylland,kontor,ejendomsservice,127,5454,36632,193597
4674,2011,region-midtjylland,kontor,finans,618,5454,36632,193597
4675,2011,region-midtjylland,kontor,indkoeb,478,5454,36632,193597
4676,2011,region-midtjylland,kontor,jura,190,5454,36632,193597
4677,2011,region-midtjylland,kontor,kontor,1459,5454,36632,193597
4678,2011,region-midtjylland,kontor,kontorkurser,1,5454,36632,193597
4679,2011,region-midtjylland,kontor,kontorelev,287,5454,36632,193597
4680,2011,region-midtjylland,kontor,logistik,436,5454,36632,193597
4681,2011,region-midtjylland,kontor,offentlig,268,5454,36632,193597
4682,2011,region-midtjylland,kontor,oversaettelse,76,5454,36632,193597
4683,2011,region-midtjylland,kontor,sekretaer,355,5454,36632,193597
4684,2011,region-midtjylland,kontor,oekonomi,1421,5454,36632,193597
4685,2011,region-midtjylland,social,laege,1037,4590,36632,193597
4686,2011,region-midtjylland,social,laegesekretaer,343,4590,36632,193597
4687,2011,region-midtjylland,social,pleje,1276,4590,36632,193597
4688,2011,region-midtjylland,social,psykologi,217,4590,36632,193597
4689,2011,region-midtjylland,social,socialraadgivning,321,4590,36632,193597
4690,2011,region-midtjylland,social,tandlaege,169,4590,36632,193597
4691,2011,region-midtjylland,social,teknisksundhed,50,4590,36632,193597
4692,2011,region-midtjylland,social,terapi,262,4590,36632,193597
4693,2011,region-midtjylland,oevrige,elev,893,3934,36632,193597
4694,2011,region-midtjylland,oevrige,forsvar,0,3934,36632,193597
4695,2011,region-midtjylland,oevrige,frivilligt,334,3934,36632,193597
4696,2011,region-midtjylland,oevrige,student,859,3934,36632,193597
4697,2011,region-midtjylland,oevrige,studiepraktik,279,3934,36632,193597
4698,2011,region-midtjylland,oevrige,oevrige,1317,3934,36632,193597
4699,2011,region-midtjylland,oevrige,kurseroevrige,1,3934,36632,193597
4700,2011,sydjylland,it,database,29,1385,21662,193597
4701,2011,sydjylland,it,itdrift,260,1385,21662,193597
4702,2011,sydjylland,it,itkurser,1,1385,21662,193597
4704,2011,sydjylland,it,internet,68,1385,21662,193597
4705,2011,sydjylland,it,systemudvikling,758,1385,21662,193597
4706,2011,sydjylland,it,telekom,45,1385,21662,193597
4707,2011,sydjylland,it,virksomhedssystemer,207,1385,21662,193597
4708,2011,sydjylland,ingenioer,byggeteknik,438,2425,21662,193597
4709,2011,sydjylland,ingenioer,elektronik,574,2425,21662,193597
4710,2011,sydjylland,ingenioer,kemi,301,2425,21662,193597
4712,2011,sydjylland,ingenioer,maskiningenioer,774,2425,21662,193597
4713,2011,sydjylland,ingenioer,medicinal,107,2425,21662,193597
4714,2011,sydjylland,ingenioer,produktionsteknik,624,2425,21662,193597
4715,2011,sydjylland,ledelse,detailledelse,0,2601,21662,193597
4716,2011,sydjylland,ledelse,freelancekonsulent,49,2601,21662,193597
4717,2011,sydjylland,ledelse,hrkurser,2,2601,21662,193597
4718,2011,sydjylland,ledelse,itledelse,224,2601,21662,193597
4719,2011,sydjylland,ledelse,institutions,124,2601,21662,193597
4720,2011,sydjylland,ledelse,leder,910,2601,21662,193597
4721,2011,sydjylland,ledelse,teknikledelse,290,2601,21662,193597
4722,2011,sydjylland,ledelse,personale,205,2601,21662,193597
4723,2011,sydjylland,ledelse,projektledelse,622,2601,21662,193597
4724,2011,sydjylland,ledelse,salgschef,243,2601,21662,193597
4725,2011,sydjylland,ledelse,topledelse,54,2601,21662,193597
4726,2011,sydjylland,ledelse,virksomhedsudvikling,0,2601,21662,193597
4727,2011,sydjylland,ledelse,oekonomichef,93,2601,21662,193597
4728,2011,sydjylland,handel,bud,30,4000,21662,193597
4729,2011,sydjylland,handel,boernepasning,66,4000,21662,193597
4730,2011,sydjylland,handel,detailhandel,1910,4000,21662,193597
4732,2011,sydjylland,handel,frisoer,80,4000,21662,193597
4733,2011,sydjylland,handel,hotel,1019,4000,21662,193597
4734,2011,sydjylland,handel,rengoering,705,4000,21662,193597
4735,2011,sydjylland,handel,service,195,4000,21662,193597
4736,2011,sydjylland,handel,sikkerhed,62,4000,21662,193597
4737,2011,sydjylland,industri,blik,155,2861,21662,193597
4738,2011,sydjylland,industri,byggeri,337,2861,21662,193597
4739,2011,sydjylland,industri,elektriker,290,2861,21662,193597
4740,2011,sydjylland,industri,industri,265,2861,21662,193597
4741,2011,sydjylland,industri,jern,360,2861,21662,193597
4742,2011,sydjylland,industri,lager,326,2861,21662,193597
4743,2011,sydjylland,industri,landbrug,177,2861,21662,193597
4744,2011,sydjylland,industri,maling,75,2861,21662,193597
4745,2011,sydjylland,industri,mekanik,321,2861,21662,193597
4746,2011,sydjylland,industri,naeringsmiddel,208,2861,21662,193597
4747,2011,sydjylland,industri,tekstil,58,2861,21662,193597
4748,2011,sydjylland,industri,transport,408,2861,21662,193597
4749,2011,sydjylland,industri,traeindustri,27,2861,21662,193597
4750,2011,sydjylland,industri,toemrer,125,2861,21662,193597
4751,2011,sydjylland,salg,design,25,2473,21662,193597
4753,2011,sydjylland,salg,grafisk,123,2473,21662,193597
4754,2011,sydjylland,salg,kommunikation,124,2473,21662,193597
4755,2011,sydjylland,salg,kultur,118,2473,21662,193597
4756,2011,sydjylland,salg,marketing,309,2473,21662,193597
4757,2011,sydjylland,salg,salg,1499,2473,21662,193597
4758,2011,sydjylland,salg,salgskurser,1,2473,21662,193597
4759,2011,sydjylland,salg,franchise,27,2473,21662,193597
4760,2011,sydjylland,salg,telemarketing,100,2473,21662,193597
4761,2011,sydjylland,undervisning,bibliotek,42,1892,21662,193597
4762,2011,sydjylland,undervisning,forskning,311,1892,21662,193597
4763,2011,sydjylland,undervisning,laerer,397,1892,21662,193597
4764,2011,sydjylland,undervisning,paedagog,951,1892,21662,193597
4765,2011,sydjylland,kontor,akademisk,0,3281,21662,193597
4766,2011,sydjylland,kontor,ejendomsmaegler,36,3281,21662,193597
4767,2011,sydjylland,kontor,ejendomsservice,73,3281,21662,193597
4768,2011,sydjylland,kontor,finans,345,3281,21662,193597
4769,2011,sydjylland,kontor,indkoeb,319,3281,21662,193597
4770,2011,sydjylland,kontor,jura,129,3281,21662,193597
4771,2011,sydjylland,kontor,kontor,734,3281,21662,193597
4772,2011,sydjylland,kontor,kontorkurser,1,3281,21662,193597
4773,2011,sydjylland,kontor,kontorelev,165,3281,21662,193597
4774,2011,sydjylland,kontor,logistik,343,3281,21662,193597
4775,2011,sydjylland,kontor,offentlig,235,3281,21662,193597
4776,2011,sydjylland,kontor,oversaettelse,16,3281,21662,193597
4777,2011,sydjylland,kontor,sekretaer,220,3281,21662,193597
4778,2011,sydjylland,kontor,oekonomi,891,3281,21662,193597
4779,2011,sydjylland,social,laege,919,3759,21662,193597
4780,2011,sydjylland,social,laegesekretaer,198,3759,21662,193597
4781,2011,sydjylland,social,pleje,888,3759,21662,193597
4782,2011,sydjylland,social,psykologi,119,3759,21662,193597
4783,2011,sydjylland,social,socialraadgivning,254,3759,21662,193597
4784,2011,sydjylland,social,tandlaege,86,3759,21662,193597
4785,2011,sydjylland,social,teknisksundhed,75,3759,21662,193597
4786,2011,sydjylland,social,terapi,174,3759,21662,193597
4787,2011,sydjylland,oevrige,elev,640,2256,21662,193597
4788,2011,sydjylland,oevrige,forsvar,0,2256,21662,193597
4789,2011,sydjylland,oevrige,frivilligt,171,2256,21662,193597
4790,2011,sydjylland,oevrige,student,356,2256,21662,193597
4791,2011,sydjylland,oevrige,studiepraktik,92,2256,21662,193597
4792,2011,sydjylland,oevrige,oevrige,847,2256,21662,193597
4793,2011,sydjylland,oevrige,kurseroevrige,1,2256,21662,193597
4794,2011,bornholm,it,database,1,12,969,193597
4795,2011,bornholm,it,itdrift,6,12,969,193597
4796,2011,bornholm,it,itkurser,1,12,969,193597
4798,2011,bornholm,it,internet,3,12,969,193597
4799,2011,bornholm,it,systemudvikling,4,12,969,193597
4800,2011,bornholm,it,telekom,1,12,969,193597
4801,2011,bornholm,it,virksomhedssystemer,3,12,969,193597
4802,2011,bornholm,ingenioer,byggeteknik,17,52,969,193597
4803,2011,bornholm,ingenioer,elektronik,8,52,969,193597
4804,2011,bornholm,ingenioer,kemi,10,52,969,193597
4806,2011,bornholm,ingenioer,maskiningenioer,9,52,969,193597
4807,2011,bornholm,ingenioer,medicinal,8,52,969,193597
4808,2011,bornholm,ingenioer,produktionsteknik,8,52,969,193597
4809,2011,bornholm,ledelse,detailledelse,0,75,969,193597
4810,2011,bornholm,ledelse,freelancekonsulent,9,75,969,193597
4811,2011,bornholm,ledelse,hrkurser,1,75,969,193597
4812,2011,bornholm,ledelse,itledelse,2,75,969,193597
4813,2011,bornholm,ledelse,institutions,22,75,969,193597
4814,2011,bornholm,ledelse,leder,21,75,969,193597
4815,2011,bornholm,ledelse,teknikledelse,4,75,969,193597
4816,2011,bornholm,ledelse,personale,5,75,969,193597
4817,2011,bornholm,ledelse,projektledelse,12,75,969,193597
4818,2011,bornholm,ledelse,salgschef,8,75,969,193597
4819,2011,bornholm,ledelse,topledelse,3,75,969,193597
4820,2011,bornholm,ledelse,virksomhedsudvikling,0,75,969,193597
4821,2011,bornholm,ledelse,oekonomichef,2,75,969,193597
4822,2011,bornholm,handel,bud,5,218,969,193597
4823,2011,bornholm,handel,boernepasning,1,218,969,193597
4824,2011,bornholm,handel,detailhandel,77,218,969,193597
4826,2011,bornholm,handel,frisoer,1,218,969,193597
4827,2011,bornholm,handel,hotel,91,218,969,193597
4828,2011,bornholm,handel,rengoering,45,218,969,193597
4829,2011,bornholm,handel,service,8,218,969,193597
4830,2011,bornholm,handel,sikkerhed,2,218,969,193597
4831,2011,bornholm,industri,blik,7,137,969,193597
4832,2011,bornholm,industri,byggeri,18,137,969,193597
4833,2011,bornholm,industri,elektriker,11,137,969,193597
4834,2011,bornholm,industri,industri,4,137,969,193597
4835,2011,bornholm,industri,jern,12,137,969,193597
4836,2011,bornholm,industri,lager,5,137,969,193597
4837,2011,bornholm,industri,landbrug,15,137,969,193597
4838,2011,bornholm,industri,maling,4,137,969,193597
4839,2011,bornholm,industri,mekanik,11,137,969,193597
4840,2011,bornholm,industri,naeringsmiddel,22,137,969,193597
4841,2011,bornholm,industri,tekstil,6,137,969,193597
4842,2011,bornholm,industri,transport,27,137,969,193597
4843,2011,bornholm,industri,traeindustri,2,137,969,193597
4844,2011,bornholm,industri,toemrer,12,137,969,193597
4845,2011,bornholm,salg,design,2,147,969,193597
4847,2011,bornholm,salg,grafisk,4,147,969,193597
4848,2011,bornholm,salg,kommunikation,4,147,969,193597
4849,2011,bornholm,salg,kultur,11,147,969,193597
4850,2011,bornholm,salg,marketing,4,147,969,193597
4851,2011,bornholm,salg,salg,104,147,969,193597
4852,2011,bornholm,salg,salgskurser,1,147,969,193597
4853,2011,bornholm,salg,franchise,15,147,969,193597
4854,2011,bornholm,salg,telemarketing,4,147,969,193597
4855,2011,bornholm,undervisning,bibliotek,3,107,969,193597
4856,2011,bornholm,undervisning,forskning,12,107,969,193597
4857,2011,bornholm,undervisning,laerer,23,107,969,193597
4858,2011,bornholm,undervisning,paedagog,48,107,969,193597
4859,2011,bornholm,kontor,akademisk,0,112,969,193597
4860,2011,bornholm,kontor,ejendomsmaegler,1,112,969,193597
4861,2011,bornholm,kontor,ejendomsservice,9,112,969,193597
4862,2011,bornholm,kontor,finans,10,112,969,193597
4863,2011,bornholm,kontor,indkoeb,6,112,969,193597
4864,2011,bornholm,kontor,jura,2,112,969,193597
4865,2011,bornholm,kontor,kontor,37,112,969,193597
4866,2011,bornholm,kontor,kontorkurser,1,112,969,193597
4867,2011,bornholm,kontor,kontorelev,16,112,969,193597
4868,2011,bornholm,kontor,logistik,5,112,969,193597
4869,2011,bornholm,kontor,offentlig,23,112,969,193597
4870,2011,bornholm,kontor,oversaettelse,1,112,969,193597
4871,2011,bornholm,kontor,sekretaer,12,112,969,193597
4872,2011,bornholm,kontor,oekonomi,10,112,969,193597
4873,2011,bornholm,social,laege,17,226,969,193597
4874,2011,bornholm,social,laegesekretaer,3,226,969,193597
4875,2011,bornholm,social,pleje,95,226,969,193597
4876,2011,bornholm,social,psykologi,12,226,969,193597
4877,2011,bornholm,social,socialraadgivning,27,226,969,193597
4878,2011,bornholm,social,tandlaege,11,226,969,193597
4879,2011,bornholm,social,teknisksundhed,2,226,969,193597
4880,2011,bornholm,social,terapi,11,226,969,193597
4881,2011,bornholm,oevrige,elev,37,115,969,193597
4882,2011,bornholm,oevrige,forsvar,0,115,969,193597
4883,2011,bornholm,oevrige,frivilligt,7,115,969,193597
4884,2011,bornholm,oevrige,student,23,115,969,193597
4885,2011,bornholm,oevrige,studiepraktik,3,115,969,193597
4886,2011,bornholm,oevrige,oevrige,35,115,969,193597
4887,2011,bornholm,oevrige,kurseroevrige,1,115,969,193597
4888,2011,skaane,it,database,0,15,235,193597
4889,2011,skaane,it,itdrift,4,15,235,193597
4890,2011,skaane,it,itkurser,0,15,235,193597
4892,2011,skaane,it,internet,1,15,235,193597
4893,2011,skaane,it,systemudvikling,10,15,235,193597
4894,2011,skaane,it,telekom,0,15,235,193597
4895,2011,skaane,it,virksomhedssystemer,1,15,235,193597
4896,2011,skaane,ingenioer,byggeteknik,3,16,235,193597
4897,2011,skaane,ingenioer,elektronik,3,16,235,193597
4898,2011,skaane,ingenioer,kemi,3,16,235,193597
4900,2011,skaane,ingenioer,maskiningenioer,7,16,235,193597
4901,2011,skaane,ingenioer,medicinal,1,16,235,193597
4902,2011,skaane,ingenioer,produktionsteknik,3,16,235,193597
4903,2011,skaane,ledelse,detailledelse,0,23,235,193597
4904,2011,skaane,ledelse,freelancekonsulent,0,23,235,193597
4905,2011,skaane,ledelse,hrkurser,0,23,235,193597
4906,2011,skaane,ledelse,itledelse,1,23,235,193597
4907,2011,skaane,ledelse,institutions,0,23,235,193597
4908,2011,skaane,ledelse,leder,3,23,235,193597
4909,2011,skaane,ledelse,teknikledelse,1,23,235,193597
4910,2011,skaane,ledelse,personale,3,23,235,193597
4911,2011,skaane,ledelse,projektledelse,8,23,235,193597
4912,2011,skaane,ledelse,salgschef,7,23,235,193597
4913,2011,skaane,ledelse,topledelse,0,23,235,193597
4914,2011,skaane,ledelse,virksomhedsudvikling,0,23,235,193597
4915,2011,skaane,ledelse,oekonomichef,0,23,235,193597
4916,2011,skaane,handel,bud,0,2,235,193597
4917,2011,skaane,handel,boernepasning,0,2,235,193597
4918,2011,skaane,handel,detailhandel,2,2,235,193597
4920,2011,skaane,handel,frisoer,0,2,235,193597
4921,2011,skaane,handel,hotel,0,2,235,193597
4922,2011,skaane,handel,rengoering,0,2,235,193597
4923,2011,skaane,handel,service,0,2,235,193597
4924,2011,skaane,handel,sikkerhed,0,2,235,193597
4925,2011,skaane,industri,blik,1,3,235,193597
4926,2011,skaane,industri,byggeri,0,3,235,193597
4927,2011,skaane,industri,elektriker,0,3,235,193597
4928,2011,skaane,industri,industri,1,3,235,193597
4929,2011,skaane,industri,jern,0,3,235,193597
4930,2011,skaane,industri,lager,0,3,235,193597
