,year,area,sektor,jobtype,n_jobtype_area,n_sektor_area,n_sektor,n_area,n_year,20-64years_area,20-64years_year,n_jobtype_area_pc,n_sektor_area_pc,n_area_pc,n_year_pc,FD_jobtype_area,FD_sektor_area,FD_sektor,FD_area,FD_year,"BNP, 1000 kr. (2010)",FD_BNP
134,2007,region syddanmark,kontor,logistik,932,11794,67563,78473,380597,697412,3278570,0.001336369,0.016911094,0.112520289,0.116086282,,,,,,344.115676,
135,2007,region syddanmark,kontor,oekonomi,3021,11794,67563,78473,380597,697412,3278570,0.004331729,0.016911094,0.112520289,0.116086282,,,,,,344.115676,
136,2007,region syddanmark,kontor,offentlig,815,11794,67563,78473,380597,697412,3278570,0.001168606,0.016911094,0.112520289,0.116086282,,,,,,344.115676,
137,2007,region syddanmark,kontor,oversaettelse,90,11794,67563,78473,380597,697412,3278570,0.000129049,0.016911094,0.112520289,0.116086282,,,,,,344.115676,
138,2007,region syddanmark,kontor,sekretaer,1172,11794,67563,78473,380597,697412,3278570,0.001680499,0.016911094,0.112520289,0.116086282,,,,,,344.115676,
139,2007,region syddanmark,ledelse,detailledelse,0,5635,30509,78473,380597,697412,3278570,0.0,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
140,2007,region syddanmark,ledelse,freelancekonsulent,119,5635,30509,78473,380597,697412,3278570,0.000170631,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
141,2007,region syddanmark,ledelse,hrkurser,5,5635,30509,78473,380597,697412,3278570,7.17e-06,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
142,2007,region syddanmark,ledelse,institutions,926,5635,30509,78473,380597,697412,3278570,0.001327766,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
143,2007,region syddanmark,ledelse,itledelse,345,5635,30509,78473,380597,697412,3278570,0.000494686,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
144,2007,region syddanmark,ledelse,leder,1537,5635,30509,78473,380597,697412,3278570,0.002203862,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
145,2007,region syddanmark,ledelse,oekonomichef,248,5635,30509,78473,380597,697412,3278570,0.0003556,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
146,2007,region syddanmark,ledelse,personale,587,5635,30509,78473,380597,697412,3278570,0.000841683,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
147,2007,region syddanmark,ledelse,projektledelse,921,5635,30509,78473,380597,697412,3278570,0.001320597,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
148,2007,region syddanmark,ledelse,salgschef,654,5635,30509,78473,380597,697412,3278570,0.000937753,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
149,2007,region syddanmark,ledelse,teknikledelse,481,5635,30509,78473,380597,697412,3278570,0.000689693,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
150,2007,region syddanmark,ledelse,topledelse,126,5635,30509,78473,380597,697412,3278570,0.000180668,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
151,2007,region syddanmark,ledelse,virksomhedsudvikling,0,5635,30509,78473,380597,697412,3278570,0.0,0.008079872,0.112520289,0.116086282,,,,,,344.115676,
152,2007,region syddanmark,oevrige,elev,1639,5140,30713,78473,380597,697412,3278570,0.002350117,0.007370105,0.112520289,0.116086282,,,,,,344.115676,
153,2007,region syddanmark,oevrige,forsvar,0,5140,30713,78473,380597,697412,3278570,0.0,0.007370105,0.112520289,0.116086282,,,,,,344.115676,
154,2007,region syddanmark,oevrige,frivilligt,86,5140,30713,78473,380597,697412,3278570,0.000123313,0.007370105,0.112520289,0.116086282,,,,,,344.115676,
155,2007,region syddanmark,oevrige,kurseroevrige,13,5140,30713,78473,380597,697412,3278570,1.86e-05,0.007370105,0.112520289,0.116086282,,,,,,344.115676,
156,2007,region syddanmark,oevrige,oevrige,2636,5140,30713,78473,380597,697412,3278570,0.003779688,0.007370105,0.112520289,0.116086282,,,,,,344.115676,
157,2007,region syddanmark,oevrige,student,488,5140,30713,78473,380597,697412,3278570,0.00069973,0.007370105,0.112520289,0.116086282,,,,,,344.115676,
158,2007,region syddanmark,oevrige,studiepraktik,7,5140,30713,78473,380597,697412,3278570,1e-05,0.007370105,0.112520289,0.116086282,,,,,,344.115676,
159,2007,region syddanmark,salg,design,159,6787,32061,78473,380597,697412,3278570,0.000227986,0.009731694,0.112520289,0.116086282,,,,,,344.115676,
160,2007,region syddanmark,salg,franchise,27,6787,32061,78473,380597,697412,3278570,3.87e-05,0.009731694,0.112520289,0.116086282,,,,,,344.115676,
161,2007,region syddanmark,salg,grafisk,686,6787,32061,78473,380597,697412,3278570,0.000983637,0.009731694,0.112520289,0.116086282,,,,,,344.115676,
162,2007,region syddanmark,salg,kommunikation,257,6787,32061,78473,380597,697412,3278570,0.000368505,0.009731694,0.112520289,0.116086282,,,,,,344.115676,
163,2007,region syddanmark,salg,kultur,279,6787,32061,78473,380597,697412,3278570,0.00040005,0.009731694,0.112520289,0.116086282,,,,,,344.115676,
164,2007,region syddanmark,salg,marketing,687,6787,32061,78473,380597,697412,3278570,0.000985071,0.009731694,0.112520289,0.116086282,,,,,,344.115676,
165,2007,region syddanmark,salg,salg,4034,6787,32061,78473,380597,697412,3278570,0.005784242,0.009731694,0.112520289,0.116086282,,,,,,344.115676,
166,2007,region syddanmark,salg,salgskurser,0,6787,32061,78473,380597,697412,3278570,0.0,0.009731694,0.112520289,0.116086282,,,,,,344.115676,
167,2007,region syddanmark,salg,telemarketing,298,6787,32061,78473,380597,697412,3278570,0.000427294,0.009731694,0.112520289,0.116086282,,,,,,344.115676,
168,2007,region syddanmark,social,laege,1023,12128,54341,78473,380597,697412,3278570,0.001466852,0.017390008,0.112520289,0.116086282,,,,,,344.115676,
169,2007,region syddanmark,social,laegesekretaer,661,12128,54341,78473,380597,697412,3278570,0.00094779,0.017390008,0.112520289,0.116086282,,,,,,344.115676,
170,2007,region syddanmark,social,pleje,5136,12128,54341,78473,380597,697412,3278570,0.00736437,0.017390008,0.112520289,0.116086282,,,,,,344.115676,
171,2007,region syddanmark,social,psykologi,356,12128,54341,78473,380597,697412,3278570,0.000510459,0.017390008,0.112520289,0.116086282,,,,,,344.115676,
172,2007,region syddanmark,social,socialraadgivning,848,12128,54341,78473,380597,697412,3278570,0.001215924,0.017390008,0.112520289,0.116086282,,,,,,344.115676,
173,2007,region syddanmark,social,tandlaege,312,12128,54341,78473,380597,697412,3278570,0.000447368,0.017390008,0.112520289,0.116086282,,,,,,344.115676,
